face_x;face_y;landmark_x_1;landmark_y_1;landmark_x_2;landmark_y_2;landmark_x_3;landmark_y_3;landmark_x_4;landmark_y_4;landmark_x_5;landmark_y_5;landmark_x_6;landmark_y_6;landmark_x_7;landmark_y_7;landmark_x_8;landmark_y_8;landmark_x_9;landmark_y_9;landmark_x_10;landmark_y_10;landmark_x_11;landmark_y_11;landmark_x_12;landmark_y_12;landmark_x_13;landmark_y_13;landmark_x_14;landmark_y_14;landmark_x_15;landmark_y_15;landmark_x_16;landmark_y_16;landmark_x_17;landmark_y_17;landmark_x_18;landmark_y_18;landmark_x_19;landmark_y_19;landmark_x_20;landmark_y_20;landmark_x_21;landmark_y_21;landmark_x_22;landmark_y_22;landmark_x_23;landmark_y_23;landmark_x_24;landmark_y_24;landmark_x_25;landmark_y_25;landmark_x_26;landmark_y_26;landmark_x_27;landmark_y_27;landmark_x_28;landmark_y_28;landmark_x_29;landmark_y_29;landmark_x_30;landmark_y_30;landmark_x_31;landmark_y_31;landmark_x_32;landmark_y_32;landmark_x_33;landmark_y_33;landmark_x_34;landmark_y_34;landmark_x_35;landmark_y_35;landmark_x_36;landmark_y_36;landmark_x_37;landmark_y_37;landmark_x_38;landmark_y_38;landmark_x_39;landmark_y_39;landmark_x_40;landmark_y_40;landmark_x_41;landmark_y_41;landmark_x_42;landmark_y_42
0.476076;0.200868;0.257982;0.833578;0.220701;0.872729;0.195633;0.913077;0.175551;0.933945;0.156032;0.941454;0.205585;0.955591;0.166882;0.969791;0.139348;0.961896;0.121851;0.951775;0.223302;0.942367;0.182027;0.952355;0.151862;0.941802;0.131185;0.933872;0.239053;0.917736;0.204618;0.929875;0.173978;0.918059;0.150376;0.909711;0.253813;0.887046;0.23064;0.897853;0.209018;0.894246;0.190756;0.891424
0.475236;0.196846;0.240649;0.870029;0.218883;0.865735;0.199025;0.855667;0.192922;0.833321;0.197836;0.804134;0.124977;0.895048;0.071141;0.844428;0.0651846;0.810002;0.0690399;0.789178;0.114776;0.90813;0.0556394;0.844497;0.0500952;0.807569;0.0563991;0.788879;0.116162;0.910474;0.0619123;0.851391;0.055001;0.81437;0.06508;0.796218;0.123847;0.908045;0.0781043;0.869082;0.0615114;0.839836;0.0611795;0.820976
0.469844;0.208862;0.183309;0.853591;0.218666;0.830711;0.239349;0.80223;0.244619;0.762682;0.247113;0.723723;0.121747;0.758353;0.0869374;0.716522;0.0901031;0.728924;0.0987904;0.748197;0.0881216;0.761052;0.0436913;0.713336;0.0548762;0.734763;0.0721457;0.756523;0.0660527;0.77066;0.0243688;0.728486;0.0378668;0.746868;0.0573563;0.771608;0.0519609;0.784113;0.0124606;0.754018;0.0195334;0.763204;0.0386464;0.780514
0.46138;0.219361;0.21785;0.861474;0.250956;0.83961;0.259968;0.792857;0.266216;0.745752;0.28033;0.700469;0.134293;0.763879;0.0824112;0.709282;0.0693561;0.666852;0.0735224;0.646495;0.107269;0.758985;0.0469269;0.698826;0.0374293;0.662264;0.0486419;0.650022;0.0955898;0.756567;0.0442618;0.703107;0.0346526;0.667815;0.0448163;0.655331;0.0945707;0.757339;0.0549772;0.71582;0.0414215;0.68552;0.0451962;0.671483;0.12593;0.763304;0.140272;0.705683;0.132196;0.66403;0.114901;0.639807;0.105608;0.625266;0.0904824;0.636468;0.0660438;0.597286;0.0622099;0.62578;0.0688589;0.651917;0.065216;0.653641;0.0409099;0.60878;0.0433999;0.64575;0.05319;0.676852;0.0481741;0.676183;0.0227864;0.64113;0.0246809;0.672678;0.0341577;0.700915;0.0392906;0.704139;0.0165864;0.678846;0.0170311;0.69303;0.0241975;0.709838
0.466753;0.226429;0.228908;0.863143;0.271224;0.847923;0.279459;0.801299;0.277566;0.747995;0.284514;0.689694;0.170977;0.777631;0.128525;0.708383;0.109554;0.654828;0.0967673;0.611651;0.13919;0.758118;0.0931454;0.680963;0.074021;0.620917;0.0615997;0.575105;0.122086;0.739929;0.0818707;0.668338;0.0649862;0.611549;0.0563506;0.571588;0.114449;0.727043;0.0813263;0.671177;0.0649812;0.62759;0.0538478;0.593456;0.136364;0.734645;0.097245;0.73976;0.0677889;0.717935;0.051306;0.68866;0.0449694;0.65791;0.0593597;0.65424;0.034881;0.626049;0.0249596;0.620377;0.0252148;0.626956;0.0722504;0.636896;0.0482899;0.602537;0.0378511;0.595474;0.0384942;0.604513;0.0886541;0.624149;0.069179;0.586731;0.0600485;0.578304;0.0583516;0.584766;0.110086;0.616325;0.0964123;0.58235;0.0876249;0.564669;0.0822519;0.558818
0.464104;0.228621;0.23404;0.847332;0.280193;0.836561;0.286433;0.792079;0.284876;0.742512;0.291049;0.68768;0.198009;0.754904;0.15825;0.690026;0.129768;0.637403;0.103303;0.589067;0.175127;0.729263;0.128765;0.656351;0.0956233;0.600993;0.063825;0.553869;0.160328;0.70869;0.11837;0.642604;0.0909355;0.589055;0.0656635;0.545104;0.152596;0.697082;0.120286;0.646035;0.101722;0.605846;0.0846063;0.573286;0.1464;0.701618;0.108624;0.69202;0.0839236;0.667419;0.0685422;0.645149;0.062962;0.620793;0.0728604;0.624377;0.0536414;0.595754;0.0453145;0.576898;0.041397;0.561586;0.0832626;0.618913;0.0622658;0.585611;0.0522009;0.565081;0.0466185;0.549189;0.0958141;0.616732;0.0794192;0.588251;0.0709313;0.567921;0.0662909;0.552486;0.111891;0.619446;0.0991233;0.597242;0.0897716;0.581238;0.0830998;0.567364
0.467027;0.233468;0.232442;0.831533;0.267394;0.830308;0.273971;0.795298;0.274336;0.760187;0.278428;0.725136;0.211211;0.752929;0.184962;0.700726;0.168706;0.653431;0.153113;0.60159;0.195358;0.724601;0.165264;0.664083;0.146773;0.615574;0.127786;0.567733;0.188365;0.699697;0.160556;0.645557;0.143234;0.599871;0.128569;0.56048;0.18785;0.682609;0.16571;0.635889;0.152398;0.601388;0.140413;0.570875
0.465306;0.231119;0.24022;0.823233;0.266781;0.806835;0.272744;0.774;0.27669;0.741029;0.283514;0.706814;0.227438;0.725128;0.207229;0.669147;0.197169;0.623553;0.186608;0.577431;0.216045;0.708459;0.192574;0.650551;0.180527;0.601409;0.163156;0.552065;0.212904;0.698905;0.193423;0.644141;0.18477;0.598327;0.174654;0.561555;0.214222;0.697916;0.199352;0.647685;0.194972;0.614871;0.189091;0.590983;0.207029;0.58322;0.23957;0.535722;0.250649;0.491306;0.24139;0.473792;0.221383;0.47618;0.184911;0.434104;0.155124;0.401474;0.158034;0.405275;0.170623;0.415813;0.159114;0.456459;0.126498;0.419214;0.133263;0.428101;0.149399;0.438735;0.144028;0.485259;0.116518;0.454183;0.122501;0.465603;0.135713;0.47447;0.137974;0.520583;0.116024;0.506771;0.119596;0.50875;0.131653;0.508498
0.469167;0.228995;0.250207;0.815092;0.266149;0.807458;0.272985;0.775472;0.27357;0.747181;0.28113;0.722535;0.252634;0.726755;0.248698;0.677546;0.248296;0.631852;0.246481;0.584752;0.241421;0.715283;0.22826;0.661123;0.224046;0.614857;0.218115;0.568548;0.234283;0.712263;0.21839;0.663418;0.212287;0.623503;0.20991;0.589172;0.230012;0.715172;0.225017;0.684551;0.224013;0.662695;0.224262;0.647236;0.225608;0.568512;0.241287;0.563815;0.239662;0.540862;0.237397;0.530732;0.239392;0.52552;0.196584;0.478346;0.171148;0.44618;0.182668;0.435984;0.199117;0.438136;0.186452;0.473065;0.15667;0.42952;0.173138;0.415628;0.192784;0.41976;0.183439;0.474174;0.158386;0.435555;0.176628;0.42228;0.19747;0.422851;0.185918;0.48189;0.171506;0.450604;0.186263;0.441638;0.203889;0.441896
0.463409;0.231052;0.244041;0.814822;0.261431;0.79617;0.264915;0.763608;0.263304;0.740339;0.266098;0.72756;0.258842;0.73065;0.25898;0.687447;0.259841;0.65335;0.262097;0.618817;0.249533;0.730378;0.249278;0.683737;0.252651;0.65127;0.254636;0.616339;0.242521;0.738037;0.242676;0.6988;0.247635;0.670554;0.251957;0.641048;0.23745;0.747644;0.243059;0.723831;0.247655;0.708257;0.250734;0.694565;0.229835;0.560996;0.214141;0.52402;0.205134;0.489249;0.200621;0.46485;0.19761;0.445439;0.197017;0.470387;0.197371;0.436329;0.201699;0.416806;0.207441;0.401444;0.203571;0.487451;0.205443;0.442314;0.213917;0.420742;0.220735;0.400181;0.21299;0.505632;0.215238;0.470557;0.222278;0.449032;0.228506;0.428809;0.223562;0.526709;0.227905;0.5054;0.232645;0.487521;0.237155;0.467545
