face_x;face_y;landmark_x_1;landmark_y_1;landmark_x_2;landmark_y_2;landmark_x_3;landmark_y_3;landmark_x_4;landmark_y_4;landmark_x_5;landmark_y_5;landmark_x_6;landmark_y_6;landmark_x_7;landmark_y_7;landmark_x_8;landmark_y_8;landmark_x_9;landmark_y_9;landmark_x_10;landmark_y_10;landmark_x_11;landmark_y_11;landmark_x_12;landmark_y_12
0.426809;0.403087;0.50772;0.798386;0.483314;0.726364;0.489707;0.65356;0.526905;0.576363;0.526922;0.65598;0.542933;0.599751;0.548644;0.678539;0.553999;0.620115;0.563913;0.704563;0.561121;0.651559;0.57152;0.730403;0.567862;0.681711
0.427617;0.395858;0.497314;0.787912;0.470836;0.734792;0.473399;0.678431;0.494951;0.577759;0.501976;0.657762;0.547736;0.528322;0.530116;0.670775;0.562808;0.524812;0.552653;0.688525;0.577806;0.545529;0.568518;0.706288;0.579731;0.575971
0.418988;0.393892;0.491991;0.776086;0.467994;0.723545;0.466775;0.664892;0.492407;0.563917;0.503266;0.64374;0.545759;0.510201;0.531097;0.656413;0.564578;0.508707;0.551425;0.674195;0.577602;0.532413;0.564362;0.693593;0.578409;0.570423
0.413331;0.384749;0.496995;0.758309;0.472452;0.706627;0.473721;0.652636;0.502771;0.556671;0.512219;0.633074;0.547887;0.503917;0.538571;0.644574;0.567133;0.508557;0.55544;0.66072;0.578376;0.531526;0.565189;0.678096;0.570531;0.568119
0.407747;0.378707;0.504381;0.746153;0.53628;0.710899;0.551055;0.656126;0.559087;0.558134;0.552399;0.632309;0.571345;0.51927;0.5341;0.637126;0.555683;0.513076;0.51612;0.651133;0.544103;0.537025;0.496276;0.668916;0.514149;0.570266
0.401712;0.375482;0.509863;0.738252;0.532105;0.706634;0.550408;0.655955;0.568631;0.559519;0.561021;0.628522;0.571845;0.547889;0.547758;0.631524;0.559836;0.546284;0.532682;0.643569;0.549045;0.565371;0.514113;0.660287;0.525988;0.589982
0.398789;0.372568;0.515183;0.762002;0.518174;0.719553;0.530393;0.673217;0.554902;0.588073;0.551978;0.652129;0.586089;0.544227;0.55423;0.664544;0.585417;0.546506;0.551638;0.681317;0.581758;0.577156;0.543708;0.699456;0.560782;0.617901
0.398609;0.373316;0.521335;0.777666;0.539991;0.742555;0.554474;0.697152;0.567799;0.607523;0.570457;0.682313;0.601587;0.570183;0.559652;0.683989;0.597045;0.566807;0.545878;0.689876;0.58475;0.58841;0.529068;0.697687;0.55711;0.613977
0.399001;0.372632;0.51347;0.793161;0.502496;0.740321;0.516089;0.693053;0.557305;0.605226;0.55043;0.686737;0.596609;0.571606;0.565135;0.700706;0.609308;0.57986;0.572858;0.713964;0.606269;0.603156;0.575698;0.724549;0.598386;0.632949
0.400589;0.371555;0.51269;0.799058;0.51274;0.750094;0.529551;0.7022;0.564112;0.61365;0.561125;0.708549;0.60908;0.57905;0.563062;0.716056;0.60811;0.583562;0.559833;0.721997;0.599342;0.609767;0.55223;0.726156;0.58077;0.639812
0.402149;0.370977;0.503891;0.804678;0.508141;0.758076;0.526776;0.709176;0.56142;0.622654;0.558901;0.710677;0.608751;0.590602;0.557654;0.719921;0.60701;0.597667;0.551466;0.728685;0.595125;0.622927;0.541041;0.736143;0.575264;0.651691
0.40521;0.369825;0.49843;0.806623;0.48954;0.752126;0.50798;0.707134;0.554953;0.633873;0.547352;0.714172;0.60809;0.604084;0.559114;0.732996;0.61589;0.619974;0.562988;0.749878;0.602762;0.645425;0.561614;0.762968;0.580404;0.675597
0.407495;0.368374;0.489062;0.818531;0.480943;0.761758;0.502106;0.718536;0.552512;0.647656;0.538172;0.725798;0.607196;0.62044;0.551485;0.74368;0.62164;0.62799;0.556436;0.759623;0.611813;0.65255;0.554629;0.771708;0.5868;0.683835
0.410909;0.368318;0.482767;0.82944;0.50832;0.791015;0.53731;0.745262;0.562952;0.670696;0.557041;0.761627;0.620361;0.662114;0.543017;0.76566;0.612383;0.651768;0.524039;0.768577;0.588766;0.670843;0.501498;0.769724;0.549053;0.695597
0.415127;0.377931;0.477284;0.858203;0.505368;0.838678;0.531434;0.800808;0.554234;0.731181;0.546392;0.797071;0.614173;0.705696;0.530796;0.792077;0.604965;0.687785;0.510477;0.789147;0.576229;0.696495;0.487075;0.787274;0.527832;0.716353
0.421349;0.37737;0.457492;0.881678;0.47382;0.845416;0.503884;0.807913;0.541508;0.744199;0.524154;0.811038;0.60893;0.720579;0.51821;0.819127;0.612841;0.713414;0.50778;0.825253;0.595528;0.733019;0.493482;0.830491;0.552271;0.756083
0.4227;0.371623;0.442352;0.895423;0.443658;0.836693;0.471856;0.802334;0.527309;0.761299;0.500142;0.810379;0.591579;0.750719;0.512221;0.835418;0.615185;0.761065;0.516692;0.85853;0.610418;0.786024;0.514524;0.879072;0.579335;0.816341
0.42864;0.379007;0.404693;0.932879;0.409218;0.890074;0.439691;0.861188;0.496082;0.830386;0.453723;0.878851;0.546166;0.836064;0.457879;0.899908;0.568813;0.864203;0.45794;0.917133;0.54435;0.854574;0.455234;0.928091;0.510285;0.859082
0.431864;0.384983;0.361509;0.967451;0.368943;0.921108;0.394766;0.891977;0.438769;0.873503;0.39477;0.897106;0.47155;0.862452;0.406028;0.918738;0.492548;0.884484;0.413951;0.935288;0.495876;0.890463;0.418494;0.9479;0.473537;0.89587
0.433773;0.381802;0.351734;0.966529;0.356779;0.917136;0.382962;0.897719;0.437714;0.878701;0.387461;0.934609;0.479703;0.905849;0.400273;0.955367;0.50944;0.923354;0.408491;0.964092;0.511019;0.92822;0.411184;0.963981;0.481011;0.920498
0.435004;0.387192;0.325637;0.984823;0.329248;0.936546;0.35942;0.913782;0.419967;0.897545;0.370911;0.942099;0.467728;0.921013;0.380972;0.966826;0.488917;0.949839;0.385906;0.980931;0.477129;0.942713;0.386064;0.985462;0.436583;0.935648
0.439426;0.386253;0.312857;0.970805;0.319646;0.931407;0.348472;0.915636;0.405116;0.903926;0.360441;0.950657;0.453913;0.94269;0.367738;0.970683;0.467297;0.967036;0.370013;0.980795;0.459546;0.955997;0.367763;0.983542;0.431299;0.954993
0.441258;0.383996;0.30029;0.971924;0.309565;0.931238;0.339667;0.914498;0.396242;0.901846;0.346556;0.950473;0.435932;0.946639;0.352026;0.970871;0.445727;0.966077;0.354456;0.981017;0.441091;0.954734;0.354174;0.983914;0.41803;0.952624
0.442491;0.380649;0.295363;0.979577;0.295848;0.940705;0.323817;0.921438;0.386692;0.913019;0.343589;0.946852;0.433908;0.950438;0.354815;0.971234;0.448614;0.984205;0.362001;0.986362;0.445395;0.964998;0.364369;0.996004;0.428561;0.970915
0.441982;0.382877;0.294488;0.97649;0.295481;0.938832;0.321385;0.920555;0.381235;0.912662;0.338932;0.94143;0.427107;0.940371;0.351489;0.963678;0.44459;0.975305;0.359899;0.978546;0.444315;0.96262;0.363287;0.988628;0.427888;0.966382
0.44173;0.384469;0.296488;0.97012;0.299037;0.9325;0.326925;0.914444;0.379312;0.908536;0.329802;0.936039;0.413571;0.932402;0.34237;0.959113;0.437928;0.971248;0.352323;0.973509;0.439463;0.954269;0.359357;0.982125;0.427885;0.952783
0.439047;0.385961;0.297167;0.975963;0.299667;0.937593;0.327361;0.916064;0.384095;0.902973;0.338307;0.932085;0.418385;0.928804;0.349654;0.957165;0.434825;0.960125;0.356595;0.975902;0.443171;0.95402;0.3597;0.989619;0.426782;0.960867
0.438269;0.38493;0.300888;0.961967;0.310251;0.922551;0.33787;0.90418;0.386793;0.901212;0.339429;0.923334;0.421367;0.922174;0.347954;0.945352;0.434618;0.9614;0.3544;0.960689;0.422646;0.942377;0.359325;0.971148;0.414997;0.94182
0.438386;0.384955;0.308257;0.963784;0.316352;0.92234;0.344866;0.903653;0.399487;0.892534;0.354088;0.936179;0.444646;0.930378;0.363983;0.958341;0.460473;0.966696;0.369647;0.969818;0.441258;0.938639;0.372143;0.974241;0.429024;0.943732
