face_x;face_y;landmark_x_1;landmark_y_1;landmark_x_2;landmark_y_2;landmark_x_3;landmark_y_3;landmark_x_4;landmark_y_4;landmark_x_5;landmark_y_5;landmark_x_6;landmark_y_6;landmark_x_7;landmark_y_7;landmark_x_8;landmark_y_8;landmark_x_9;landmark_y_9;landmark_x_10;landmark_y_10;landmark_x_11;landmark_y_11;landmark_x_12;landmark_y_12
0.416002;0.229909;0.507157;0.499779;0.537075;0.49426;0.545985;0.47328;0.540533;0.444227;0.545425;0.439752;0.543498;0.436095;0.530119;0.436131;0.533825;0.434314;0.514285;0.439001;0.520105;0.445939;0.499501;0.443772;0.506024;0.450403
0.415859;0.229304;0.521054;0.523617;0.507692;0.50832;0.502378;0.495404;0.491658;0.479585;0.515826;0.48175;0.521372;0.454973;0.524139;0.487413;0.524998;0.464541;0.531301;0.496509;0.525557;0.477566;0.536818;0.507293;0.52845;0.491432
0.410528;0.236128;0.471582;0.61735;0.455318;0.582643;0.454984;0.556791;0.472;0.527331;0.491628;0.563067;0.509854;0.497951;0.505544;0.57391;0.511306;0.513881;0.512115;0.581763;0.512163;0.527977;0.513642;0.587435;0.51264;0.541801
0.411968;0.23256;0.451192;0.67957;0.444235;0.656494;0.442911;0.634765;0.45206;0.618456;0.446517;0.654242;0.455255;0.622565;0.455723;0.667811;0.463309;0.62808;0.462325;0.678532;0.463239;0.638717;0.467391;0.686048;0.464252;0.654198
0.402178;0.233444;0.396327;0.791509;0.395781;0.776406;0.398091;0.764053;0.404066;0.74842;0.40968;0.756198;0.405961;0.749417;0.413669;0.76029;0.408715;0.754913;0.414663;0.765352;0.410287;0.761248;0.414775;0.770911;0.412535;0.767192
0.407128;0.233882;0.241369;0.97701;0.237528;0.971362;0.247416;0.964007;0.288925;0.943913;0.289398;1.0037;0.356894;0.924274;0.30293;0.998631;0.372317;0.907365;0.312548;0.986243;0.372154;0.902374;0.320162;0.971161;0.362579;0.909895
0.410974;0.23627;0.24184;0.984736;0.240233;0.972929;0.249582;0.964862;0.288312;0.946086;0.288308;1.00926;0.352094;0.917442;0.302101;1.01087;0.36972;0.90672;0.311972;1.00378;0.37278;0.911628;0.320416;0.992193;0.361463;0.92574
0.414031;0.231978;0.244189;0.989472;0.243847;0.978335;0.256755;0.972729;0.300673;0.955118;0.294145;1.00992;0.362415;0.924278;0.304962;1.00803;0.377522;0.911366;0.312387;1.00021;0.377997;0.914859;0.318093;0.989875;0.364696;0.929778
0.411017;0.233555;0.242938;0.990605;0.24676;0.980725;0.261411;0.972727;0.303372;0.950497;0.296673;1.01268;0.364247;0.931064;0.305603;1.00816;0.378549;0.917858;0.311396;0.998541;0.378858;0.919412;0.315716;0.986999;0.363851;0.933694
0.410501;0.233706;0.24871;0.993412;0.244491;0.977203;0.25597;0.973054;0.298283;0.959401;0.292528;1.01272;0.356103;0.932058;0.304621;1.01209;0.375422;0.917923;0.313522;1.00467;0.378641;0.92121;0.321113;0.994538;0.36819;0.935391
0.407165;0.236021;0.246841;0.99653;0.243581;0.984394;0.255211;0.982257;0.294235;0.974412;0.291781;0.999088;0.348233;0.949613;0.302654;1.00228;0.367387;0.933406;0.311189;1.0012;0.374214;0.93319;0.318177;0.997788;0.366502;0.946351
0.410193;0.23402;0.261882;0.992849;0.251994;0.984662;0.249377;0.985469;0.250527;0.987624;0.291186;1.00871;0.336477;0.968605;0.305544;1.0064;0.360269;0.953867;0.314923;1.00205;0.364604;0.950928;0.321778;0.996312;0.360671;0.958458
