face_x;face_y;landmark_x_1;landmark_y_1;landmark_z_1;landmark_x_2;landmark_y_2;landmark_z_2;landmark_x_3;landmark_y_3;landmark_z_3;landmark_x_4;landmark_y_4;landmark_z_4;landmark_x_5;landmark_y_5;landmark_z_5;landmark_x_6;landmark_y_6;landmark_z_6;landmark_x_7;landmark_y_7;landmark_z_7;landmark_x_8;landmark_y_8;landmark_z_8;landmark_x_9;landmark_y_9;landmark_z_9;landmark_x_10;landmark_y_10;landmark_z_10;landmark_x_11;landmark_y_11;landmark_z_11;landmark_x_12;landmark_y_12;landmark_z_12;landmark_x_13;landmark_y_13;landmark_z_13;landmark_x_14;landmark_y_14;landmark_z_14;landmark_x_15;landmark_y_15;landmark_z_15;landmark_x_16;landmark_y_16;landmark_z_16;landmark_x_17;landmark_y_17;landmark_z_17;landmark_x_18;landmark_y_18;landmark_z_18;landmark_x_19;landmark_y_19;landmark_z_19;landmark_x_20;landmark_y_20;landmark_z_20;landmark_x_21;landmark_y_21;landmark_z_21;landmark_x_22;landmark_y_22;landmark_z_22;landmark_x_23;landmark_y_23;landmark_z_23;landmark_x_24;landmark_y_24;landmark_z_24;landmark_x_25;landmark_y_25;landmark_z_25;landmark_x_26;landmark_y_26;landmark_z_26;landmark_x_27;landmark_y_27;landmark_z_27;landmark_x_28;landmark_y_28;landmark_z_28;landmark_x_29;landmark_y_29;landmark_z_29;landmark_x_30;landmark_y_30;landmark_z_30;landmark_x_31;landmark_y_31;landmark_z_31;landmark_x_32;landmark_y_32;landmark_z_32;landmark_x_33;landmark_y_33;landmark_z_33;landmark_x_34;landmark_y_34;landmark_z_34;landmark_x_35;landmark_y_35;landmark_z_35;landmark_x_36;landmark_y_36;landmark_z_36;landmark_x_37;landmark_y_37;landmark_z_37;landmark_x_38;landmark_y_38;landmark_z_38;landmark_x_39;landmark_y_39;landmark_z_39;landmark_x_40;landmark_y_40;landmark_z_40;landmark_x_41;landmark_y_41;landmark_z_41;landmark_x_42;landmark_y_42;landmark_z_42
0.431613;0.28498;0.162053;0.984829;1.45528e-05;0.159237;0.948528;0.0152085;0.147124;0.941643;0.0216367;0.139377;0.94183;0.0273064;0.136309;0.945308;0.0310453;0.104506;0.949298;0.00661973;0.0884411;0.952905;0.0187865;0.0925273;0.958314;0.0246708;0.100577;0.960906;0.0292371;0.099425;0.966815;0.0032524;0.0778826;0.97121;0.0172082;0.0808041;0.977227;0.027337;0.0854033;0.981359;0.0289;0.101391;0.983477;0.00217593;0.0795716;0.988721;0.012979;0.0840125;0.994674;0.0206407;0.0910233;0.996821;0.023307;0.107676;1.00261;0.00341904;0.0889849;1.0073;0.0135766;0.0905031;1.00954;0.0198592;0.0959121;1.01015;0.0209931
0.431965;0.28205;0.170905;0.966286;1.84323e-05;0.191389;0.930675;-0.0429348;0.203851;0.890772;-0.0915992;0.220352;0.879792;-0.133156;0.235136;0.885635;-0.17261;0.145279;0.903316;-0.152448;0.174057;0.892533;-0.195237;0.212189;0.894209;-0.204086;0.235483;0.895527;-0.214384;0.132627;0.939685;-0.143672;0.157835;0.935043;-0.171449;0.180123;0.926009;-0.152448;0.187285;0.920892;-0.153898;0.132729;0.974927;-0.134026;0.160287;0.975734;-0.146065;0.178182;0.966104;-0.117418;0.182859;0.961259;-0.111979;0.139134;1.0073;-0.129022;0.153754;1.01486;-0.149692;0.159443;1.01537;-0.154768;0.160075;1.01858;-0.168548
0.432926;0.281749;0.19517;0.975246;1.82028e-05;0.208579;0.942179;-0.0143335;0.21091;0.916749;-0.0362751;0.210793;0.903917;-0.0606208;0.209984;0.890868;-0.0926963;0.170489;0.916144;-0.0401704;0.193158;0.895282;-0.0647596;0.21834;0.891292;-0.0792453;0.238964;0.894665;-0.0938527;0.165846;0.940668;-0.0458004;0.196221;0.923115;-0.0732806;0.222763;0.916705;-0.0799757;0.240518;0.917722;-0.088375;0.1678;0.961357;-0.0545953;0.201357;0.94577;-0.0811321;0.228986;0.939407;-0.0785758;0.242323;0.937197;-0.0776628;0.172282;0.981938;-0.0624468;0.195466;0.977676;-0.0841145;0.216266;0.969778;-0.0828972;0.225178;0.964649;-0.0827754;0.182082;0.90007;2.26014e-05;0.210532;0.857914;-0.0389448;0.230467;0.820473;-0.0730925;0.249961;0.813015;-0.103432;0.262553;0.816732;-0.128006;0.188859;0.839665;-0.090808;0.206736;0.824975;-0.136591;0.231101;0.828236;-0.147531;0.249595;0.837342;-0.144165;0.177873;0.884167;-0.0813822;0.215371;0.88861;-0.118412;0.238395;0.890576;-0.103937;0.242503;0.890351;-0.0881149;0.176632;0.926697;-0.0751964;0.212917;0.936544;-0.110501;0.234516;0.929233;-0.0916496;0.237642;0.926024;-0.0731345;0.178393;0.960093;-0.0722509;0.21231;0.974746;-0.10116;0.228171;0.969432;-0.0988873;0.230265;0.962977;-0.0932486
0.432804;0.281662;0.186594;0.959531;1.30062e-05;0.180299;0.899666;-0.00889563;0.198197;0.849695;-0.0276753;0.221527;0.820516;-0.0400098;0.245757;0.8002;-0.0496297;0.202086;0.814196;-0.0744809;0.251698;0.788582;-0.0973645;0.287318;0.785239;-0.107567;0.310155;0.784775;-0.11296;0.211774;0.841608;-0.0806755;0.271128;0.826447;-0.103268;0.294958;0.827528;-0.0988221;0.302289;0.829868;-0.100498;0.219184;0.877404;-0.0846109;0.272367;0.866277;-0.105308;0.291932;0.8672;-0.0916072;0.295869;0.866507;-0.0840279;0.227399;0.915205;-0.0905869;0.265432;0.904707;-0.0985305;0.280219;0.901809;-0.0887649;0.286461;0.896249;-0.085777
0.42896;0.286108;0.203317;0.934203;1.14532e-05;0.201193;0.875425;-0.00648509;0.213891;0.836568;-0.0125754;0.22979;0.81749;-0.0166292;0.242733;0.801719;-0.0194504;0.219788;0.806691;-0.0340479;0.244049;0.772802;-0.0479136;0.265197;0.750532;-0.0557323;0.27454;0.740494;-0.0583513;0.235644;0.822661;-0.0361085;0.269356;0.791553;-0.0530747;0.290312;0.777761;-0.0638206;0.294171;0.77475;-0.0699831;0.250145;0.845007;-0.036147;0.28246;0.817144;-0.0452945;0.30172;0.808301;-0.0504171;0.304864;0.810476;-0.0536524;0.265529;0.872586;-0.0375336;0.292966;0.846472;-0.0462189;0.305468;0.837928;-0.052728;0.30757;0.837733;-0.0578121;0.229216;0.85584;1.64555e-05;0.234473;0.796501;-0.000882046;0.2566;0.745071;-0.029645;0.281909;0.719628;-0.05328;0.299466;0.703931;-0.0766936;0.240518;0.730551;-0.114082;0.294303;0.705295;-0.14004;0.333931;0.698368;-0.149848;0.365171;0.69866;-0.155305;0.244842;0.774387;-0.11976;0.317787;0.765154;-0.111353;0.307293;0.785436;-0.0605806;0.287759;0.791624;-0.0453156;0.2568;0.820616;-0.123963;0.323525;0.806958;-0.106929;0.307536;0.820372;-0.0587739;0.287055;0.822246;-0.0493715;0.271728;0.862293;-0.130527;0.322789;0.839665;-0.103241;0.307667;0.849135;-0.0613549;0.287916;0.852369;-0.0507727
0.42719;0.288688;0.237175;0.842997;1.24702e-05;0.240377;0.77853;0.00458959;0.268643;0.734493;-0.0152898;0.303097;0.722821;-0.0296599;0.328699;0.717288;-0.0404308;0.262327;0.714455;-0.0906952;0.302575;0.684812;-0.111494;0.336144;0.670393;-0.118215;0.365709;0.661335;-0.118993;0.275832;0.75323;-0.0952936;0.336712;0.73605;-0.0879361;0.331746;0.749118;-0.0522806;0.315042;0.752404;-0.0356378;0.288974;0.793952;-0.0962133;0.341803;0.774841;-0.0811446;0.328468;0.782805;-0.0451353;0.307495;0.785566;-0.0306149;0.299549;0.833127;-0.0981941;0.340116;0.806109;-0.0764754;0.328363;0.810051;-0.0461612;0.309994;0.81446;-0.0338515
0.426397;0.290227;0.259828;0.796584;1.20987e-05;0.262366;0.739898;0.00625286;0.29274;0.694864;-0.0151253;0.331417;0.677569;-0.0298379;0.360048;0.671773;-0.0451067;0.278417;0.677331;-0.106864;0.325713;0.643251;-0.119567;0.359234;0.632638;-0.12172;0.388638;0.626852;-0.122509;0.286822;0.717489;-0.111313;0.355123;0.701445;-0.0885627;0.347901;0.714848;-0.0385399;0.330824;0.72107;-0.0236119;0.298983;0.762092;-0.113179;0.356529;0.745224;-0.0873427;0.345122;0.75473;-0.0507406;0.326154;0.760262;-0.0486234;0.31364;0.804631;-0.115045;0.356648;0.781571;-0.0871274;0.346205;0.788126;-0.06086;0.330409;0.795018;-0.0637666
0.427315;0.288622;0.268052;0.781808;1.25316e-05;0.277026;0.720924;0.0131842;0.304492;0.679258;-0.00260458;0.340733;0.663291;-0.014572;0.371697;0.663038;-0.0283425;0.293377;0.65936;-0.0845976;0.344609;0.63202;-0.0911652;0.378069;0.625991;-0.087725;0.404979;0.625334;-0.0831902;0.302303;0.697198;-0.0901488;0.367547;0.688278;-0.0659111;0.358899;0.703472;-0.0218922;0.340814;0.709535;-0.00926508;0.313937;0.741052;-0.0922598;0.368296;0.726572;-0.062119;0.358393;0.737968;-0.0276389;0.341059;0.743944;-0.0265052;0.327808;0.783763;-0.0939018;0.366881;0.759588;-0.0622754;0.356921;0.767462;-0.0395818;0.342972;0.774838;-0.0436671
0.428338;0.291116;0.273631;0.767945;1.29096e-05;0.286728;0.709579;0.0114629;0.315806;0.670601;-0.00188581;0.351499;0.657383;-0.0111718;0.38425;0.662262;-0.0202458;0.313525;0.656474;-0.0709053;0.366343;0.633287;-0.0724712;0.397906;0.632231;-0.0677334;0.423332;0.633359;-0.0644411;0.322125;0.695378;-0.07484;0.378767;0.686387;-0.0514726;0.368265;0.696909;-0.0137615;0.350822;0.700659;-0.00537511;0.330188;0.738008;-0.0754021;0.374507;0.725173;-0.0434425;0.363388;0.732759;-0.0122458;0.346771;0.736158;-0.014424;0.33856;0.77897;-0.0756832;0.36995;0.756836;-0.0429607;0.358554;0.762535;-0.0242106;0.34543;0.768287;-0.0319395
0.427271;0.295523;0.281118;0.754446;1.18225e-05;0.29567;0.698744;0.0122909;0.324699;0.664558;0.00401146;0.35886;0.656892;-0.00317531;0.390658;0.665286;-0.0113367;0.334526;0.653913;-0.0490403;0.38638;0.634505;-0.0471116;0.412607;0.633335;-0.0411611;0.430873;0.633979;-0.0365238;0.342973;0.69058;-0.0512974;0.388084;0.694652;-0.0290959;0.377101;0.702416;-0.00137092;0.361231;0.701872;0.00364725;0.347798;0.730394;-0.0504767;0.377722;0.728046;-0.0201599;0.366812;0.734758;0.00198136;0.352649;0.735845;-0.00191211;0.350717;0.768086;-0.049697;0.369512;0.757956;-0.0193494;0.357427;0.764108;-0.00859232;0.346538;0.766444;-0.0190313
